1,10.1021/ar50109a003
2,10.1002/aic.690310823
3,10.1016/s0021-9517(66)80065-9
4,10.1002/cjce.5450850114
5,10.1126/science.1135941
6,10.1126/science.1134569
7,10.1146/annurev.pc.41.100190.004015
8,10.1002/(sici)1096-9918(19960916)24:9<>1.0.co;2-j
9,10.1016/s0039-6028(99)00570-1
10,10.1016/j.surfrep.2008.02.001
11,10.1016/0304-3991(90)90050-v
12,10.1038/nmat1223
13,10.1103/physrevlett.76.2141
14,10.1038/nchem.626
15,10.1021/ja011847d
16,10.1103/physrevlett.93.156801
17,10.1021/ja070264m
18,10.1021/jp994082t
19,10.1002/chin.200141280
20,10.1021/j100164a008
21,10.1126/science.257.5072.897
22,10.1021/ja201801t
23,10.1021/ja208786f
24,10.1039/c1jm12020d
25,10.1021/jp051530q
26,10.1021/jp805788x
27,10.1016/j.jcat.2008.05.013
28,10.1016/j.susc.2003.09.007
29,10.1007/978-3-662-05227-3
30,10.1093/sw/5.4.119
31,10.1007/978-1-4684-8777-0_7
32,10.1142/s0218625x9600262x
33,10.1063/1.2900962
34,10.1021/j100089a040
35,10.1103/physrevb.60.2781
36,10.1016/j.susc.2005.03.050
37,10.1016/s0039-6028(02)01816-2
38,10.1088/0953-8984/15/12/305
39,10.1016/j.susc.2003.11.024
40,10.1016/s0039-6028(96)01527-0
41,10.1088/0953-8984/11/43/304
42,10.1016/s0039-6028(02)02677-8
43,10.1103/physrevb.56.5822
44,10.1016/0039-6028(95)01135-8
45,10.3348/jkrs.1996.35.5.709
46,10.1016/0039-6028(95)00336-3
47,10.1016/s0168-583x(97)00518-1
48,10.1016/j.susc.2005.05.034
49,10.1016/0168-583x(96)00177-2
50,10.1016/0039-6028(96)00292-0
51,10.1021/jp065286u
52,10.1016/s0039-6028(00)00978-x
53,10.1016/j.susc.2004.03.032
54,10.1023/b:catl.0000023713.32104.c4
55,10.1016/0039-6028(95)01122-6
56,10.1051/jp4:1996726
57,10.1016/s0039-6028(96)01340-4
58,10.1016/s0039-6028(97)00362-2
59,10.1103/physrevb.73.033407
60,10.1021/jp0479419
61,10.1016/s0039-6028(97)00686-9
62,10.1016/s0039-6028(99)00420-3
63,10.1016/s0039-6028(97)00691-2
64,10.1021/jp061697z
65,10.1016/s0039-6028(01)01754-x
66,10.1016/0039-6028(95)00631-1
67,10.1021/ct6002059
68,10.1063/1.1737365
69,10.1088/0953-8984/26/25/255501
70,10.1063/1.1388156
71,10.1016/j.apsusc.2005.12.172
72,10.1016/0039-6028(96)00296-8
