Subcategory,Mean Score,Diff Score
Topic Relevance,7.8,0.0
Topic Relevance,7.5,0.5999999999999996
Topic Relevance,8.0,0.0
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.5,0.5999999999999996
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,8.0,0.0
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,8.0,0.0
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.5,0.5999999999999996
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.15,1.2999999999999998
Topic Relevance,7.8,0.0
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.5,0.5999999999999996
Topic Relevance,7.75,-0.5
Topic Relevance,7.9,-0.20000000000000018
Topic Relevance,7.5,0.5999999999999996
Topic Relevance,7.9,-0.20000000000000018
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,8.0,0.0
Topic Relevance,7.75,-0.5
Topic Relevance,7.5,1.0
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.699999999999999,0.20000000000000018
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.85,-0.10000000000000053
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.9,-0.20000000000000018
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.75,-0.5
Topic Relevance,7.9,-0.20000000000000018
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,8.0,0.0
Topic Relevance,7.5,-1.0
Topic Relevance,7.5,-1.0
Topic Relevance,7.9,-0.20000000000000018
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.9,-0.20000000000000018
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.9,-0.20000000000000018
Topic Relevance,7.9,-0.20000000000000018
Topic Relevance,7.5,-1.0
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.5,-1.0
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.5,0.5999999999999996
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.9,-0.20000000000000018
Topic Relevance,7.5,0.5999999999999996
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.75,-0.5
Topic Relevance,7.9,-0.20000000000000018
Topic Relevance,7.8,0.0
Topic Relevance,7.75,-0.5
Topic Relevance,7.5,-1.0
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.5,0.5999999999999996
Topic Relevance,7.75,-0.5
Topic Relevance,7.85,-0.10000000000000053
Topic Relevance,7.5,0.5999999999999996
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,8.0,0.0
Topic Relevance,7.5,-1.0
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.75,-0.5
Topic Relevance,7.9,-0.20000000000000018
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.9,-0.20000000000000018
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,8.0,0.0
Topic Relevance,7.699999999999999,0.20000000000000018
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,8.0,0.0
Topic Relevance,7.9,-0.20000000000000018
Topic Relevance,7.5,0.5999999999999996
Topic Relevance,7.5,0.5999999999999996
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.8,0.0
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.9,-0.20000000000000018
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.5,0.5999999999999996
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.15,1.2999999999999998
Topic Relevance,7.5,0.5999999999999996
Topic Relevance,7.699999999999999,0.20000000000000018
Topic Relevance,7.8,0.0
Topic Relevance,7.9,-0.20000000000000018
Topic Relevance,7.9,-0.20000000000000018
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,8.0,0.0
Topic Relevance,7.85,-0.10000000000000053
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.5,0.5999999999999996
Topic Relevance,7.8,0.0
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.15,1.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,8.0,0.0
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.75,-0.5
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.8,0.0
Topic Relevance,7.5,0.5999999999999996
Topic Relevance,7.65,0.2999999999999998
