1,10.1201/b17157
2,10.1039/c4ee00604f
3,10.3389/fenrg.2015.00013
4,10.47287/cen-10116-reactions
5,10.1021/acscatal.5b00007
6,10.1016/j.cattod.2014.03.038
7,10.1016/j.eng.2017.02.006
8,10.1002/anie.201603556
9,10.3403/30161578u
10,10.1007/s12053-017-9597-1
11,10.2172/5908783
12,10.1016/j.jcou.2016.08.005
13,10.1016/j.jcat.2016.04.003
14,10.1002/cphc.201700782
15,10.1016/j.cattod.2014.07.009
16,10.1016/j.jcat.2006.02.017
17,10.1007/s11144-006-0145-9
18,10.1021/ef0340716
19,10.1002/cctc.201200966
20,10.3390/catal6020022
21,10.1080/01614940600631413
22,10.1016/0920-5861(95)00051-g
23,10.1039/c2ee22409g
24,10.1016/j.apcatb.2017.08.052
25,10.1039/c5fd00062a
26,10.1080/00986445.2015.1017638
27,10.2478/v10026-012-0106-1
28,10.1016/0920-5861(95)00061-j
29,10.1016/s1566-7367(02)00117-6
30,10.1021/jp061966l
31,10.1016/j.molcata.2006.12.033
32,10.1016/j.jcou.2013.12.003
33,10.3390/catal6110171
34,10.3390/catal6030041
35,10.1016/j.apcata.2008.12.038
36,10.1021/cs500685d
37,10.1016/j.jcat.2010.03.007
38,10.1016/j.apcata.2011.08.018
39,10.1007/s10562-007-9122-9
40,10.1016/j.apcata.2016.08.032
41,10.1016/j.cattod.2009.07.074
42,10.1007/s11244-011-9696-8
43,10.1016/s0920-5861(00)00366-7
44,10.1016/j.apt.2016.04.003
45,10.1007/s13203-014-0043-4
46,10.1016/j.cattod.2018.04.047
47,10.1016/j.micromeso.2012.05.011
48,10.1016/j.catcom.2006.02.005
49,10.1007/978-3-662-46831-9
50,10.1007/s10562-004-3749-6
51,10.1016/s0926-860x(99)00450-0
52,10.1002/cctc.200900149
53,10.1016/j.cattod.2011.10.028
54,10.1016/j.cattod.2006.02.040
55,10.1016/j.jcat.2004.03.014
56,10.1016/j.catcom.2006.08.005
57,10.1246/cl.1996.973
58,10.1021/cs300198u
59,10.1039/a800184g
60,10.1016/j.micromeso.2011.05.021
61,10.1016/j.molcata.2016.03.033
62,10.1016/j.apcata.2008.05.037
63,10.1021/ie9007387
64,10.1002/cctc.201200397
65,10.1007/s10934-013-9710-6
66,10.1016/j.jcat.2015.12.015
67,10.1016/j.cattod.2007.05.009
68,10.1006/jcat.2002.3620
69,10.1016/j.jcou.2013.12.003
70,10.1016/j.apcata.2012.02.040
71,10.1002/ceat.201700284
72,10.1016/s1872-2067(18)63048-7
73,10.1007/s11814-017-0026-0
74,10.1021/ja503130z
75,10.1021/acsami.7b01498
76,10.1021/jp3004773
77,10.1016/j.apcata.2010.01.011
78,10.1016/j.cattod.2015.04.032
79,10.1021/la903836v
80,10.1021/jp807864z
81,10.1007/s11144-006-0064-9
82,10.1021/cr950232u
83,10.1021/cr300096b
84,10.1016/j.jcat.2013.05.009
85,10.1039/c5ee02657a
86,10.1080/01614949608006464
87,10.1063/1.4773248
88,10.1023/a:1019098121432
89,10.1098/rsta.2010.0114
90,10.1016/j.apcata.2008.03.013
91,10.1016/j.apcatb.2005.12.024
92,10.1016/j.jcat.2016.02.004
93,10.1073/pnas.1806950115
94,10.1016/s0167-2991(01)80326-8
95,10.1006/jcat.2000.3000
96,10.1016/s0926-860x(99)00053-8
97,10.1002/anie.201404109
98,10.1021/acscatal.6b02991.s001
99,10.1002/anie.201508128
100,10.1021/acscatal.8b00541.s001
101,10.1002/aic.16670
102,10.1038/s41467-018-03793-w
103,10.1016/j.apcatb.2018.02.063
104,10.1016/s1381-1169(98)00223-4
105,10.1039/c5cy01425e
106,10.1016/j.apcata.2013.10.019
