Subcategory,Mean Score,Diff Score
Topic Relevance,7.0,0.0
Topic Relevance,7.5,0.0
Topic Relevance,6.5,0.0
Topic Relevance,7.5,0.0
Topic Relevance,8.0,-1.0
Topic Relevance,7.5,0.0
Topic Relevance,7.5,0.0
Topic Relevance,7.5,0.0
Topic Relevance,8.0,-1.0
Topic Relevance,7.75,-0.5
Topic Relevance,7.75,-0.5
Topic Relevance,7.75,-0.5
Topic Relevance,7.5,0.0
Topic Relevance,7.5,0.0
Topic Relevance,7.5,0.0
Topic Relevance,7.5,0.0
Topic Relevance,7.5,0.0
Topic Relevance,7.5,0.0
Topic Relevance,7.5,0.0
Topic Relevance,7.5,0.0
Topic Relevance,7.5,0.0
Topic Relevance,7.75,-0.5
Topic Relevance,8.0,0.0
Topic Relevance,7.5,0.0
Topic Relevance,8.0,0.0
Topic Relevance,7.0,1.0
Topic Relevance,8.0,0.0
Topic Relevance,8.0,0.0
Topic Relevance,8.0,-1.0
Topic Relevance,7.5,0.0
Topic Relevance,8.0,0.0
Topic Relevance,7.5,0.0
Topic Relevance,7.0,1.0
Topic Relevance,7.75,-0.5
Topic Relevance,7.5,0.0
Topic Relevance,8.0,0.0
Topic Relevance,8.0,0.0
Topic Relevance,8.0,0.0
Topic Relevance,7.75,-0.5
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,8.0,0.0
Topic Relevance,7.5,0.0
Topic Relevance,7.75,-0.5
Topic Relevance,7.5,0.0
Topic Relevance,7.25,0.5
Topic Relevance,8.0,0.0
Topic Relevance,7.5,0.0
Topic Relevance,7.5,0.0
Topic Relevance,6.5,0.0
Topic Relevance,8.0,-1.0
Topic Relevance,7.0,-1.1999999999999993
Topic Relevance,7.65,-0.2999999999999998
Topic Relevance,7.5,0.0
Topic Relevance,7.75,-0.5
Topic Relevance,7.75,-0.5
Topic Relevance,7.75,-0.5
Topic Relevance,7.5,0.0
Topic Relevance,7.5,0.0
Topic Relevance,7.5,0.0
Topic Relevance,7.0,1.0
Topic Relevance,7.5,0.0
Topic Relevance,7.5,0.0
Topic Relevance,7.0,1.0
Topic Relevance,7.75,-0.5
Topic Relevance,7.5,0.0
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,8.0,-1.0
Topic Relevance,7.5,0.0
Topic Relevance,8.0,0.0
Topic Relevance,8.0,0.0
Topic Relevance,8.0,-1.0
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,7.5,0.0
Topic Relevance,7.5,0.0
Topic Relevance,8.0,0.0
Topic Relevance,8.0,0.0
Topic Relevance,7.5,0.0
Topic Relevance,7.5,0.0
Topic Relevance,7.5,0.0
Topic Relevance,7.65,0.2999999999999998
Topic Relevance,8.0,0.0
Topic Relevance,8.0,-1.0
Topic Relevance,8.0,0.0
Topic Relevance,7.65,0.2999999999999998
