Subcategory,Paragraph,Author,Score
Accuracy and Completeness of Citations,1,3,7.192728323850014
Accuracy and Completeness of Citations,1,6,6.232245735564079
Accuracy and Completeness of Citations,1,1,7.25823018293217
Accuracy and Completeness of Citations,1,7,7.039992972987055
Accuracy and Completeness of Citations,1,8,6.9309227829677935
Accuracy and Completeness of Citations,1,4,6.371240118020275
Accuracy and Completeness of Citations,1,10,0.0
Accuracy and Completeness of Citations,1,0,6.374392385633548
Accuracy and Completeness of Citations,1,5,7.342371019354859
Accuracy and Completeness of Citations,1,9,10.0
Accuracy and Completeness of Citations,1,2,6.41810988951251
Accuracy of Information,1,3,0.0
Accuracy of Information,1,6,0.05659100892578176
Accuracy of Information,1,1,0.041751473213431076
Accuracy of Information,1,7,0.13581915001536699
Accuracy of Information,1,8,0.08682908890428571
Accuracy of Information,1,4,0.054389137497730645
Accuracy of Information,1,10,0.07000575414596809
Accuracy of Information,1,0,0.015370942278259072
Accuracy of Information,1,5,0.027104512860409758
Accuracy of Information,1,9,10.0
Accuracy of Information,1,2,0.1075019693610357
Appropriateness of Professional Terminology Use,1,3,6.929059377420081
Appropriateness of Professional Terminology Use,1,6,0.5009676246524184
Appropriateness of Professional Terminology Use,1,1,8.584106683673912
Appropriateness of Professional Terminology Use,1,7,9.697235071266464
Appropriateness of Professional Terminology Use,1,8,9.875918111281417
Appropriateness of Professional Terminology Use,1,4,2.3288854258519915
Appropriateness of Professional Terminology Use,1,10,0.0
Appropriateness of Professional Terminology Use,1,0,2.0233709742488712
Appropriateness of Professional Terminology Use,1,5,10.0
Appropriateness of Professional Terminology Use,1,9,9.385079010368084
Appropriateness of Professional Terminology Use,1,2,4.842285966118056
Avoidance of Plagiarism and Appropriate Citation,1,3,10.0
Avoidance of Plagiarism and Appropriate Citation,1,6,9.930891024964506
Avoidance of Plagiarism and Appropriate Citation,1,1,9.974848717495759
Avoidance of Plagiarism and Appropriate Citation,1,7,9.970090146916467
Avoidance of Plagiarism and Appropriate Citation,1,8,9.999687016664904
Avoidance of Plagiarism and Appropriate Citation,1,4,9.995266387166067
Avoidance of Plagiarism and Appropriate Citation,1,10,0.0
Avoidance of Plagiarism and Appropriate Citation,1,0,9.975196783626108
Avoidance of Plagiarism and Appropriate Citation,1,5,9.980751577036914
Avoidance of Plagiarism and Appropriate Citation,1,9,9.864285596640865
Avoidance of Plagiarism and Appropriate Citation,1,2,9.977565230659303
Clarity of Logical Structure,1,3,8.246600363670156
Clarity of Logical Structure,1,6,0.0
Clarity of Logical Structure,1,1,4.211986861832783
Clarity of Logical Structure,1,7,5.737185958805904
Clarity of Logical Structure,1,8,7.19630854088296
Clarity of Logical Structure,1,4,3.923793819251257
Clarity of Logical Structure,1,10,1.821744272026185
Clarity of Logical Structure,1,0,2.0803200144705385
Clarity of Logical Structure,1,5,9.679701205919166
Clarity of Logical Structure,1,9,10.0
Clarity of Logical Structure,1,2,2.2501140555120767
Clarity of Research Method Description,1,3,3.971872049269853
Clarity of Research Method Description,1,6,0.9448104152841507
Clarity of Research Method Description,1,1,3.201073807901751
Clarity of Research Method Description,1,7,3.8086492253430375
Clarity of Research Method Description,1,8,4.98311809656194
Clarity of Research Method Description,1,4,2.649105261306581
Clarity of Research Method Description,1,10,0.0
Clarity of Research Method Description,1,0,2.1016963018988
Clarity of Research Method Description,1,5,4.295784463141561
Clarity of Research Method Description,1,9,10.0
Clarity of Research Method Description,1,2,1.7336444381712273
Comprehensiveness of Information,1,3,0.5930327461727981
Comprehensiveness of Information,1,6,0.0
Comprehensiveness of Information,1,1,0.6138958169116562
Comprehensiveness of Information,1,7,0.618917983496536
Comprehensiveness of Information,1,8,0.5388507043626408
Comprehensiveness of Information,1,4,0.2904392113854065
Comprehensiveness of Information,1,10,0.38504026343456815
Comprehensiveness of Information,1,0,0.3444274923616102
Comprehensiveness of Information,1,5,0.671299023549866
Comprehensiveness of Information,1,9,10.0
Comprehensiveness of Information,1,2,0.20612926700014764
Conciseness of Expression,1,3,9.111161968248942
Conciseness of Expression,1,6,0.0
Conciseness of Expression,1,1,7.379524388296448
Conciseness of Expression,1,7,8.11522671459746
Conciseness of Expression,1,8,9.29985144124209
Conciseness of Expression,1,4,8.30304760429016
Conciseness of Expression,1,10,2.7994206984926273
Conciseness of Expression,1,0,5.192114318239904
Conciseness of Expression,1,5,10.0
Conciseness of Expression,1,9,1.0279873049804134
Conciseness of Expression,1,2,5.334742552516441
Critical Analysis of Existing Research,1,3,9.872203790560723
Critical Analysis of Existing Research,1,6,1.6856913119759338
Critical Analysis of Existing Research,1,1,9.645181906775795
Critical Analysis of Existing Research,1,7,9.77437687074799
Critical Analysis of Existing Research,1,8,9.643620056896662
Critical Analysis of Existing Research,1,4,9.44434117558436
Critical Analysis of Existing Research,1,10,0.0
Critical Analysis of Existing Research,1,0,9.760233575507
Critical Analysis of Existing Research,1,5,10.0
Critical Analysis of Existing Research,1,9,9.874392516916423
Critical Analysis of Existing Research,1,2,9.03657057160825
Feasibility of Proposed Suggestions,1,3,9.944908686596362
Feasibility of Proposed Suggestions,1,6,7.24258126821942
Feasibility of Proposed Suggestions,1,1,9.87666749070555
Feasibility of Proposed Suggestions,1,7,9.757783671529186
Feasibility of Proposed Suggestions,1,8,9.912719715986103
Feasibility of Proposed Suggestions,1,4,9.851923627442082
Feasibility of Proposed Suggestions,1,10,6.155211459523902
Feasibility of Proposed Suggestions,1,0,9.77546213126118
Feasibility of Proposed Suggestions,1,5,10.0
Feasibility of Proposed Suggestions,1,9,0.0
Feasibility of Proposed Suggestions,1,2,9.775734783712679
Fluency of Language Expression,1,3,8.211576430259441
Fluency of Language Expression,1,6,0.0
Fluency of Language Expression,1,1,7.171319747298279
Fluency of Language Expression,1,7,7.290344191265488
Fluency of Language Expression,1,8,9.09828297288536
Fluency of Language Expression,1,4,5.392393011009542
Fluency of Language Expression,1,10,4.526736507019734
Fluency of Language Expression,1,0,2.7492817297417043
Fluency of Language Expression,1,5,10.0
Fluency of Language Expression,1,9,1.8469216474658086
Fluency of Language Expression,1,2,3.6709212797461195
Identification and Discussion of Research Limitations,1,3,7.176024782665734
Identification and Discussion of Research Limitations,1,6,0.4605381541295439
Identification and Discussion of Research Limitations,1,1,6.190671446530745
Identification and Discussion of Research Limitations,1,7,6.958386233286088
Identification and Discussion of Research Limitations,1,8,7.245084502835701
Identification and Discussion of Research Limitations,1,4,5.400369069299307
Identification and Discussion of Research Limitations,1,10,0.0
Identification and Discussion of Research Limitations,1,0,4.0505205397767625
Identification and Discussion of Research Limitations,1,5,9.216724690011382
Identification and Discussion of Research Limitations,1,9,10.0
Identification and Discussion of Research Limitations,1,2,4.0459710902307
Inclusion of Latest Research Results,1,3,9.873667746167133
Inclusion of Latest Research Results,1,6,8.783799080242204
Inclusion of Latest Research Results,1,1,9.625468535796388
Inclusion of Latest Research Results,1,7,9.831043950846732
Inclusion of Latest Research Results,1,8,9.787343391593916
Inclusion of Latest Research Results,1,4,9.721953012505566
Inclusion of Latest Research Results,1,10,0.0
Inclusion of Latest Research Results,1,0,9.790563537169923
Inclusion of Latest Research Results,1,5,10.0
Inclusion of Latest Research Results,1,9,9.377667359252676
Inclusion of Latest Research Results,1,2,9.285998651992008
Innovativeness of Viewpoints,1,3,9.83348621655281
Innovativeness of Viewpoints,1,6,1.0461793897838407
Innovativeness of Viewpoints,1,1,9.727142544079829
Innovativeness of Viewpoints,1,7,9.825561015135811
Innovativeness of Viewpoints,1,8,9.809888843342563
