Subcategory,Paragraph,Author,Score
Accuracy and Completeness of Citations,1,5,8.75047261938154
Accuracy and Completeness of Citations,1,1,8.586646619578584
Accuracy and Completeness of Citations,1,3,7.981105609720993
Accuracy and Completeness of Citations,1,7,7.752653786305125
Accuracy and Completeness of Citations,1,9,10.0
Accuracy and Completeness of Citations,1,6,8.2742061643403
Accuracy and Completeness of Citations,1,10,0.0
Accuracy and Completeness of Citations,1,8,8.57324390925319
Accuracy and Completeness of Citations,1,0,8.561506763234954
Accuracy and Completeness of Citations,1,2,8.496250061334901
Accuracy and Completeness of Citations,1,4,7.930354262784231
Accuracy of Information,1,5,1.6424627772712965
Accuracy of Information,1,1,1.568121539053894
Accuracy of Information,1,3,2.0361480412630684
Accuracy of Information,1,7,1.4326474391273536
Accuracy of Information,1,9,10.0
Accuracy of Information,1,6,1.658610907447886
Accuracy of Information,1,10,0.0
Accuracy of Information,1,8,1.6711620376258804
Accuracy of Information,1,0,1.7562974608977033
Accuracy of Information,1,2,1.7211141364348024
Accuracy of Information,1,4,1.8883192957014456
Appropriateness of Professional Terminology Use,1,5,10.0
Appropriateness of Professional Terminology Use,1,1,9.941634137853965
Appropriateness of Professional Terminology Use,1,3,0.21894819589585066
Appropriateness of Professional Terminology Use,1,7,0.4093663424045292
Appropriateness of Professional Terminology Use,1,9,9.931527257227954
Appropriateness of Professional Terminology Use,1,6,0.19828319462660324
Appropriateness of Professional Terminology Use,1,10,0.0
Appropriateness of Professional Terminology Use,1,8,4.166685840713494
Appropriateness of Professional Terminology Use,1,0,7.8779327817068
Appropriateness of Professional Terminology Use,1,2,4.878755901433437
Appropriateness of Professional Terminology Use,1,4,0.19782870971829458
Avoidance of Plagiarism and Appropriate Citation,1,5,8.31447627240042
Avoidance of Plagiarism and Appropriate Citation,1,1,8.879531087698819
Avoidance of Plagiarism and Appropriate Citation,1,3,8.849426188317661
Avoidance of Plagiarism and Appropriate Citation,1,7,8.331771123798758
Avoidance of Plagiarism and Appropriate Citation,1,9,10.0
Avoidance of Plagiarism and Appropriate Citation,1,6,7.9544042266723185
Avoidance of Plagiarism and Appropriate Citation,1,10,0.0
Avoidance of Plagiarism and Appropriate Citation,1,8,9.210271986845934
Avoidance of Plagiarism and Appropriate Citation,1,0,8.985136637480709
Avoidance of Plagiarism and Appropriate Citation,1,2,8.90769222073703
Avoidance of Plagiarism and Appropriate Citation,1,4,8.083135889253304
Clarity of Logical Structure,1,5,9.789680510039663
Clarity of Logical Structure,1,1,9.778032467495958
Clarity of Logical Structure,1,3,0.7162259199105272
Clarity of Logical Structure,1,7,1.1896709352051982
Clarity of Logical Structure,1,9,10.0
Clarity of Logical Structure,1,6,1.3565546632430658
Clarity of Logical Structure,1,10,0.0
Clarity of Logical Structure,1,8,5.225900936924108
Clarity of Logical Structure,1,0,7.791473178544624
Clarity of Logical Structure,1,2,5.3786935969079215
Clarity of Logical Structure,1,4,0.9884764458097165
Clarity of Research Method Description,1,5,9.89285903629649
Clarity of Research Method Description,1,1,9.81794983264581
Clarity of Research Method Description,1,3,1.1391313706192694
Clarity of Research Method Description,1,7,1.384403284584996
Clarity of Research Method Description,1,9,10.0
Clarity of Research Method Description,1,6,1.5045598916224234
Clarity of Research Method Description,1,10,0.0
Clarity of Research Method Description,1,8,5.7597762360154
Clarity of Research Method Description,1,0,8.306976363832511
Clarity of Research Method Description,1,2,6.848654415253971
Clarity of Research Method Description,1,4,1.5958751011406596
Comprehensiveness of Information,1,5,9.767193390127522
Comprehensiveness of Information,1,1,9.861187228760869
Comprehensiveness of Information,1,3,0.5718473114786452
Comprehensiveness of Information,1,7,0.8069924447554145
Comprehensiveness of Information,1,9,10.0
Comprehensiveness of Information,1,6,0.789825260509167
Comprehensiveness of Information,1,10,0.0
Comprehensiveness of Information,1,8,4.638123487853848
Comprehensiveness of Information,1,0,8.086240584454652
Comprehensiveness of Information,1,2,4.904483039054524
Comprehensiveness of Information,1,4,0.4998586002035531
Conciseness of Expression,1,5,10.0
Conciseness of Expression,1,1,9.938876823658388
Conciseness of Expression,1,3,0.2168189593786958
Conciseness of Expression,1,7,0.5038091037360639
Conciseness of Expression,1,9,8.752752847487466
Conciseness of Expression,1,6,0.4142611015881702
Conciseness of Expression,1,10,0.0
Conciseness of Expression,1,8,5.844538541858554
Conciseness of Expression,1,0,9.067807111971234
Conciseness of Expression,1,2,7.009542181608616
Conciseness of Expression,1,4,0.19688754768237368
Critical Analysis of Existing Research,1,5,9.993661711551391
Critical Analysis of Existing Research,1,1,10.0
Critical Analysis of Existing Research,1,3,3.395896505600404
Critical Analysis of Existing Research,1,7,5.2402480396517275
Critical Analysis of Existing Research,1,9,9.987784402668773
Critical Analysis of Existing Research,1,6,3.2930480733783125
Critical Analysis of Existing Research,1,10,0.0
Critical Analysis of Existing Research,1,8,7.34733193714531
Critical Analysis of Existing Research,1,0,9.977414308129543
Critical Analysis of Existing Research,1,2,8.354473280324283
Critical Analysis of Existing Research,1,4,1.6730525841874195
Feasibility of Proposed Suggestions,1,5,10.0
Feasibility of Proposed Suggestions,1,1,9.95145290788056
Feasibility of Proposed Suggestions,1,3,2.7642063264620473
Feasibility of Proposed Suggestions,1,7,5.110179090737922
Feasibility of Proposed Suggestions,1,9,9.05763290632998
Feasibility of Proposed Suggestions,1,6,6.29172309650282
Feasibility of Proposed Suggestions,1,10,0.0
Feasibility of Proposed Suggestions,1,8,8.598976100700012
Feasibility of Proposed Suggestions,1,0,9.830334250436326
Feasibility of Proposed Suggestions,1,2,8.410968737366167
Feasibility of Proposed Suggestions,1,4,1.9591087331164343
Fluency of Language Expression,1,5,10.0
Fluency of Language Expression,1,1,9.933661025909608
Fluency of Language Expression,1,3,0.15630006666101526
Fluency of Language Expression,1,7,0.4603867451361094
Fluency of Language Expression,1,9,8.833756268297117
Fluency of Language Expression,1,6,0.6105141403034249
Fluency of Language Expression,1,10,0.0
Fluency of Language Expression,1,8,6.052554933944377
Fluency of Language Expression,1,0,8.854281768230974
Fluency of Language Expression,1,2,6.138670454647356
Fluency of Language Expression,1,4,0.16367429025675725
Identification and Discussion of Research Limitations,1,5,10.0
Identification and Discussion of Research Limitations,1,1,9.954652028757764
Identification and Discussion of Research Limitations,1,3,1.206657956589954
Identification and Discussion of Research Limitations,1,7,2.5982011329810515
Identification and Discussion of Research Limitations,1,9,9.877126660538334
Identification and Discussion of Research Limitations,1,6,0.7166460474695452
Identification and Discussion of Research Limitations,1,10,0.0
Identification and Discussion of Research Limitations,1,8,4.554286186819286
Identification and Discussion of Research Limitations,1,0,9.1565289105428
Identification and Discussion of Research Limitations,1,2,6.939621850709245
Identification and Discussion of Research Limitations,1,4,0.890248076872425
Inclusion of Latest Research Results,1,5,9.951119471132065
Inclusion of Latest Research Results,1,1,9.963602405082153
Inclusion of Latest Research Results,1,3,2.2463178629361416
Inclusion of Latest Research Results,1,7,3.3863437056514183
Inclusion of Latest Research Results,1,9,10.0
Inclusion of Latest Research Results,1,6,2.9867179347561157
Inclusion of Latest Research Results,1,10,0.0
Inclusion of Latest Research Results,1,8,7.033323766789842
Inclusion of Latest Research Results,1,0,9.2550754311619
Inclusion of Latest Research Results,1,2,7.985994848734837
Inclusion of Latest Research Results,1,4,2.095600885467081
Innovativeness of Viewpoints,1,5,9.933462976760843
Innovativeness of Viewpoints,1,1,10.0
Innovativeness of Viewpoints,1,3,2.5631248136855915
Innovativeness of Viewpoints,1,7,4.605809856186732
Innovativeness of Viewpoints,1,9,9.442971214149793
Innovativeness of Viewpoints,1,6,3.161161659209774
Innovativeness of Viewpoints,1,10,0.0
Innovativeness of Viewpoints,1,8,7.923800384682779
Innovativeness of Viewpoints,1,0,9.961724584308252
Innovativeness of Viewpoints,1,2,8.16480560483202
Innovativeness of Viewpoints,1,4,1.3892906859113654
Integration of Interdisciplinary Perspectives,1,5,9.985038947405338
Integration of Interdisciplinary Perspectives,1,1,10.0
Integration of Interdisciplinary Perspectives,1,3,1.0266666104374451
Integration of Interdisciplinary Perspectives,1,7,4.004446802762734
Integration of Interdisciplinary Perspectives,1,9,9.783083521765176
Integration of Interdisciplinary Perspectives,1,6,1.9824086272725916
Integration of Interdisciplinary Perspectives,1,10,0.0
Integration of Interdisciplinary Perspectives,1,8,5.849814952802563
Integration of Interdisciplinary Perspectives,1,0,8.932885370616873
Integration of Interdisciplinary Perspectives,1,2,5.921334953555305
Integration of Interdisciplinary Perspectives,1,4,0.6739804591332448
Logic of Argumentation,1,5,10.0
Logic of Argumentation,1,1,9.971325837840892
Logic of Argumentation,1,3,1.6128680267300686
Logic of Argumentation,1,7,2.295125471383847
Logic of Argumentation,1,9,9.817952589875368
Logic of Argumentation,1,6,1.2348136493542166
Logic of Argumentation,1,10,0.0
Logic of Argumentation,1,8,6.607254977419822
Logic of Argumentation,1,0,9.40461922832706
Logic of Argumentation,1,2,6.695454519684667
Logic of Argumentation,1,4,0.8565844952724553
Multi-angle Analysis of Problems,1,5,10.0
Multi-angle Analysis of Problems,1,1,9.961718581697687
Multi-angle Analysis of Problems,1,3,1.6482363785671794
Multi-angle Analysis of Problems,1,7,3.481222822969105
Multi-angle Analysis of Problems,1,9,9.823286800780114
Multi-angle Analysis of Problems,1,6,2.4398485199912217
Multi-angle Analysis of Problems,1,10,0.0
Multi-angle Analysis of Problems,1,8,6.434215923857625
Multi-angle Analysis of Problems,1,0,9.103310032770544
Multi-angle Analysis of Problems,1,2,6.674023675641923
Multi-angle Analysis of Problems,1,4,1.1919034413982066
Potential Contribution to the Field,1,5,9.99962226760668
Potential Contribution to the Field,1,1,10.0
Potential Contribution to the Field,1,3,3.595445050485185
Potential Contribution to the Field,1,7,5.8760444171277095
Potential Contribution to the Field,1,9,9.96575509603155
Potential Contribution to the Field,1,6,3.7619521905056965
Potential Contribution to the Field,1,10,0.0
Potential Contribution to the Field,1,8,7.702554873157495
Potential Contribution to the Field,1,0,9.973828368884044
Potential Contribution to the Field,1,2,8.293300985538139
Potential Contribution to the Field,1,4,2.0087189322260564
Practical Application Potential of Research Results,1,5,10.0
Practical Application Potential of Research Results,1,1,9.984002760005415
Practical Application Potential of Research Results,1,3,2.980991064646404
Practical Application Potential of Research Results,1,7,4.211192108006515
Practical Application Potential of Research Results,1,9,9.99864255970296
Practical Application Potential of Research Results,1,6,2.765827438376608
Practical Application Potential of Research Results,1,10,0.0
Practical Application Potential of Research Results,1,8,7.410246668687293
Practical Application Potential of Research Results,1,0,9.91043640245118
Practical Application Potential of Research Results,1,2,8.257111185859845
Practical Application Potential of Research Results,1,4,2.045790080382587
Proposal of New Research Directions or Questions,1,5,9.980328807205641
Proposal of New Research Directions or Questions,1,1,10.0
Proposal of New Research Directions or Questions,1,3,4.983053427063827
Proposal of New Research Directions or Questions,1,7,7.6566730879298035
Proposal of New Research Directions or Questions,1,9,8.432645477641774
Proposal of New Research Directions or Questions,1,6,5.395595314118454
Proposal of New Research Directions or Questions,1,10,0.0
Proposal of New Research Directions or Questions,1,8,9.122751594797926
Proposal of New Research Directions or Questions,1,0,9.950518845426336
Proposal of New Research Directions or Questions,1,2,9.173715066940995
Proposal of New Research Directions or Questions,1,4,4.1915198411657695
Quality of Introduction and Conclusion,1,5,10.0
Quality of Introduction and Conclusion,1,1,9.97128390754764
Quality of Introduction and Conclusion,1,3,1.5188777393489146
Quality of Introduction and Conclusion,1,7,2.930221022353453
Quality of Introduction and Conclusion,1,9,8.922452353495553
Quality of Introduction and Conclusion,1,6,2.430024879066573
Quality of Introduction and Conclusion,1,10,0.0
Quality of Introduction and Conclusion,1,8,8.128236505133307
Quality of Introduction and Conclusion,1,0,9.438636399896739
Quality of Introduction and Conclusion,1,2,6.87266667937372
Quality of Introduction and Conclusion,1,4,0.49380225819746704
Rationality of Method Selection,1,5,9.90887876519471
Rationality of Method Selection,1,1,9.845538653341844
Rationality of Method Selection,1,3,1.3044293746435087
Rationality of Method Selection,1,7,2.045438993241149
Rationality of Method Selection,1,9,10.0
Rationality of Method Selection,1,6,1.4852509240036191
Rationality of Method Selection,1,10,0.0
Rationality of Method Selection,1,8,5.837982506779416
Rationality of Method Selection,1,0,8.48767248374823
Rationality of Method Selection,1,2,7.074974110801648
Rationality of Method Selection,1,4,1.3925509235958
Reasonableness of Chapter Arrangement,1,5,9.948355912642974
Reasonableness of Chapter Arrangement,1,1,9.95507831117404
Reasonableness of Chapter Arrangement,1,3,0.6303566888812995
Reasonableness of Chapter Arrangement,1,7,1.2256755751294992
Reasonableness of Chapter Arrangement,1,9,10.0
Reasonableness of Chapter Arrangement,1,6,1.1916137033532295
Reasonableness of Chapter Arrangement,1,10,0.0
Reasonableness of Chapter Arrangement,1,8,4.846698277764806
Reasonableness of Chapter Arrangement,1,0,8.819427571256808
Reasonableness of Chapter Arrangement,1,2,6.354253437920702
Reasonableness of Chapter Arrangement,1,4,0.6939084323853616
Reflection of Current Research Hotspots,1,5,10.0
Reflection of Current Research Hotspots,1,1,9.978775250882578
Reflection of Current Research Hotspots,1,3,1.2733494012082038
Reflection of Current Research Hotspots,1,7,3.6623030781396975
Reflection of Current Research Hotspots,1,9,9.945351537762825
Reflection of Current Research Hotspots,1,6,1.8407824722206412
Reflection of Current Research Hotspots,1,10,0.0
Reflection of Current Research Hotspots,1,8,6.546485860743372
Reflection of Current Research Hotspots,1,0,9.24711342965754
Reflection of Current Research Hotspots,1,2,7.559873375272654
Reflection of Current Research Hotspots,1,4,1.3976142003764103
Rigor of Research Design,1,5,9.923935455887769
Rigor of Research Design,1,1,9.845512425450544
Rigor of Research Design,1,3,1.1785294613216797
Rigor of Research Design,1,7,1.6688261540913567
Rigor of Research Design,1,9,10.0
Rigor of Research Design,1,6,1.0201793499595155
Rigor of Research Design,1,10,0.0
Rigor of Research Design,1,8,5.662574721032002
Rigor of Research Design,1,0,8.39035691432625
Rigor of Research Design,1,2,6.464254867924727
Rigor of Research Design,1,4,1.036449185574779
Timeliness and Relevance of References,1,5,9.959971170012
Timeliness and Relevance of References,1,1,9.967884249281985
Timeliness and Relevance of References,1,3,1.8428688324501474
Timeliness and Relevance of References,1,7,3.5206036184843117
Timeliness and Relevance of References,1,9,10.0
Timeliness and Relevance of References,1,6,2.698364414560122
Timeliness and Relevance of References,1,10,0.0
Timeliness and Relevance of References,1,8,6.908374335024133
Timeliness and Relevance of References,1,0,9.270493765195244
Timeliness and Relevance of References,1,2,7.906425587748681
