1,10.1021/cs5003417
2,10.1016/S0167-2991(07)80992-X
3,10.1021/cr5002436
4,10.1006/jcat.1996.0361
5,10.1016/j.apcatb.2017.08.052
6,10.1016/j.cattod.2007.05.009
7,10.1126/science.aaf7885
8,10.1021/acscatal.9b02284
9,10.1002/anie.202003695
10,10.1002/anie.202002440
11,10.1007/s10562-017-2282-3
12,10.1038/s41467-018-03793-w
13,10.1016/S0926-860X(01)00816-X
14,10.1039/c2ee22409g
15,10.1021/ef0340716
16,10.1021/ie00041a007
17,10.1002/anie.202012862
18,10.1021/jp809733s
19,10.1016/j.jcat.2012.12.010
20,10.1016/j.jcat.2010.06.010
21,10.1039/C5CY00998G
22,10.1016/j.jcou.2019.09.018
23,10.1016/S0926-860X(03)00368-5
24,10.1134/S0023158418060010
25,10.1021/ef501059k
26,10.1139/cjc-2015-0425
27,10.1016/j.apcatb.2018.03.044
28,10.1016/j.jcat.2015.12.015
29,10.1039/D0CY00586J
30,10.1016/j.cattod.2019.06.047
31,10.1039/C5FD00062A
32,10.1016/S0166-9834(00)82677-9
33,10.1007/s10562-010-0269-4
34,10.1080/00986445.2015.1017638
35,10.1016/j.micromeso.2014.07.032
36,10.1016/j.apcata.2013.08.051
37,10.1016/0021-9517(77)90228-7
38,10.1002/jctb.5040340407
39,10.1002/cjce.5450520615
40,10.1080/17415990412331327909
41,10.1021/acs.chemrev.7b00095
42,10.1002/cjce.5450480221
43,10.1021/jp410750c
44,10.1039/C8CY00122G
45,10.1021/acs.chemrev.6b00551
46,10.1002/cctc.201200913
47,10.1002/ente.201900622
48,10.1021/acscatal.8b00650
49,10.1021/acscatal.9b01315
50,10.1007/s11144-005-0268-4
51,10.1023/A:1022501613772
52,10.1016/j.jcat.2008.03.021
53,10.1016/j.molcata.2011.08.019
54,10.1016/j.apcata.2008.05.037
55,10.1002/cctc.201200397
56,10.1007/s11144-007-5089-1
57,10.1016/S0021-9517(03)00278-1
58,10.1016/j.micromeso.2012.05.011
59,10.1023/A:1020693028720
60,10.1016/j.apcata.2018.03.020
61,10.1007/s10562-004-3749-6
62,10.1007/s10562-006-0077-z
63,10.1016/j.apcata.2008.07.008
64,10.1016/j.catcom.2006.08.005
65,10.1016/j.apcata.2009.11.040
66,10.1016/j.tca.2008.02.017
67,10.1039/C9CY01990A
68,10.1021/cs300198u
69,10.1016/j.cej.2010.11.070
70,10.1016/j.micromeso.2019.04.016
71,10.1016/j.catcom.2013.05.002
72,10.1016/j.jcat.2019.02.026
73,10.1016/S0167-2991(98)80785-4
74,10.1016/S0920-5861(98)00245-4
75,10.1006/jcat.1996.0023
76,10.1006/jcat.2002.3570
77,10.1016/0920-5861(95)00203-0
78,10.1016/j.jcat.2006.03.015
79,10.1016/j.jcat.2004.03.014
80,10.1016/S0167-2991(04)80271-4
81,10.1016/j.cattod.2011.10.028
82,10.1007/s11144-006-0024-4
83,10.1006/jcat.2001.3276
84,10.1006/jcat.2002.3607
85,10.1016/S1381-1169(02)00323-0
86,10.1016/j.molcata.2004.12.006
87,10.1039/b001012j
88,10.1002/chem.200701946
89,10.1021/cm0213523
90,10.1023/A:1020348021042
91,10.1039/C2CY20604H
92,10.3103/S0361521912010089
93,10.1002/anie.201910579
94,10.1038/s41467-018-05542-5
95,10.1016/j.apcata.2007.11.041
96,10.1016/j.cattod.2009.03.009
97,10.1016/j.jece.2018.07.032
98,10.1039/C5CY00667H
99,10.1021/jacs.5b13366
100,10.1021/ja070908q
101,10.1021/ja00268a063
102,10.1016/j.jcat.2009.06.012
103,10.1016/S0022-328X(03)00529-1
104,10.1016/j.jcat.2009.01.005
105,10.1038/nmat838
106,10.1016/S0167-2991(96)80316-8
107,10.1023/A:1016689624004
108,10.1021/acscatal.6b00893
109,10.1016/j.jcat.2008.02.028
110,10.1016/j.jcat.2012.01.019
111,10.1016/S0920-5861(03)00268-2
112,10.1016/j.jcat.2004.03.010
113,10.1021/acsami.7b01498
114,10.1039/ft9938903635
115,10.1039/C9TC03381E
116,10.1021/acscatal.5b01679
117,10.1016/j.jcat.2011.11.008
118,10.1021/j100177a059
119,10.1002/ejic.201701049
120,10.1016/j.jcat.2005.03.001
121,10.1016/S0926-3373(98)00117-9
122,10.1016/S0926-3373(00)00286-1
123,10.1016/j.apcatb.2006.01.018
124,10.1007/s10562-008-9478-5
125,10.1016/j.catcom.2006.11.034
126,10.1016/j.jcat.2006.02.017
127,10.1016/S0021-9517(03)00112-X
128,10.1016/0304-5102(90)85100-V
129,10.1016/S0926-860X(03)00299-0
130,10.1021/cm902015f
131,10.1016/j.jhazmat.2011.06.073
132,10.1016/j.catcom.2012.11.004
133,10.1021/la991628u
134,10.1002/ejic.200900359
135,10.1016/j.catcom.2013.01.019
136,10.1039/C5CY02161H
137,10.1039/C5CS00108K
138,10.1039/C5CS00626K
139,10.1021/acs.chemrev.7b00738
