Paragraph,max_score,avg_score,score_9,score_10,relative_score_9,relative_score_10
10.1002_advs.202207756_0,9.26552613915808,6.323396339398065,9.99629431956273,0.0,-7.307495234530165,101.0
10.1002_advs.202207756_1,9.412437772264289,6.467193765966216,9.958756487114997,0.0,-5.457625874762744,101.0
10.1002_advs.202207756_2,7.236883271488136,3.0933192585784814,10.0,0.0,-27.63116728511865,101.0
10.1002_advs.202207756_3,9.30923307491129,6.901614115689308,10.0,0.0,-6.907669250887102,101.0
10.1002_advs.202207756_4,9.11707328767746,5.45883564653226,10.0,0.0,-8.829267123225398,101.0
10.1021_acscatal.0c03999_0,8.428213728716385,3.59551933425846,10.0,0.0011163491897301075,-15.717862712836151,101.0
10.1021_acscatal.0c03999_1,9.38859953056839,4.692475554058633,9.971841734383338,0.0,-5.825516389152738,101.0
10.1021_acscatal.0c03999_10,4.925846835330211,3.165533437118504,10.0,0.0,-50.74153164669789,101.0
10.1021_acscatal.0c03999_11,6.881661931506318,4.068723535315692,10.0,0.02795453004985931,-31.183380684936818,101.0
10.1021_acscatal.0c03999_12,9.759148899973912,6.883659002840868,9.99475348913672,0.0007968820810628333,-2.3557112763719337,101.0
10.1021_acscatal.0c03999_13,9.475148907248707,7.26011619492729,9.083480258584533,0.0,10.988213325574852,101.0
10.1021_acscatal.0c03999_14,6.511811962143979,2.8428387899565375,10.0,0.0,-34.88188037856021,101.0
10.1021_acscatal.0c03999_2,6.602918907217384,4.3007993268286455,9.994759676325536,0.0,-33.917655603093664,101.0
10.1021_acscatal.0c03999_3,9.312796834324175,7.156159509345099,10.0,0.0,-6.872031656758254,101.0
10.1021_acscatal.0c03999_4,9.117364760724838,7.0780413080916125,9.997389902334133,0.0,-8.800066170150647,101.0
10.1021_acscatal.0c03999_5,9.321338553740114,5.615804996552258,9.724915610879805,0.0,-3.7137109076715853,101.0
10.1021_acscatal.0c03999_6,8.320813386953315,4.0338112166016025,10.0,0.019221621394729986,-16.791866130466847,101.0
10.1021_acscatal.0c03999_7,6.564519736298323,4.583786810685445,10.0,0.0,-34.35480263701676,101.0
10.1021_acscatal.0c03999_8,8.4615943810964,4.983779507465415,9.99504413397439,0.0,-15.33442422057223,101.0
10.1021_acscatal.0c03999_9,7.8843820188422455,4.392054401006011,9.99905717229459,0.017200663983012388,-21.146727472319636,101.0
10.1021_acscatal.1c00331_0,9.311047778561282,7.16945984208398,9.999624699076323,0.0,-6.885766947693025,101.0
10.1021_acscatal.1c00331_1,9.47432166837625,7.7997408629871705,9.986046345973477,0.0,-5.1151439334788416,101.0
10.1021_acscatal.1c00331_2,9.532137657273617,8.17917657812359,10.0,0.0,-4.678623427263823,101.0
10.1021_acscatal.1c00331_3,9.990060736662642,9.081262775884303,9.945792121024153,0.0,0.4516582112035909,101.0
10.1021_acscatal.1c00331_4,9.930814486253961,8.420178758421914,9.88901064907781,0.0,0.8716312229779709,101.0
10.1021_acscatal.3c00103_0,9.179267212593329,4.755083204499171,9.974577742410643,0.007418044371843541,-7.944069387892457,101.0
10.1021_acscatal.3c00103_1,9.81359972417689,8.527650839151981,9.566350444439577,0.0,2.6522185462668975,101.0
10.1021_acscatal.3c00103_2,9.341912871485777,4.544467477812015,10.0,0.0004293583124395592,-6.580871285142229,101.0
10.1021_acscatal.3c00103_3,6.9316530158080765,4.792578350490691,10.0,0.005956402839218407,-30.683469841919237,101.0
10.1021_acscatal.3c00103_4,9.843187614750857,7.664261614630487,9.955903232927197,0.0,-1.1167547236256747,101.0
10.1021_acscatal.3c00103_5,9.995655997276977,6.521091431953868,1.8049739555011381,0.00022977019249632963,93.84344087433941,101.0
10.1021_acscatal.3c00728_0,9.656969533933246,5.8388022407736635,9.99511481374829,0.0,-3.3807998292819055,101.0
10.1021_acscatal.3c00728_1,9.77540921522718,7.758360209950735,9.999744697461956,0.0,-2.243354620650897,101.0
10.1021_acscatal.3c00728_2,3.8765494492095436,2.2898977531851674,10.0,0.001081049285007363,-61.234505507904565,101.0
10.1021_acscatal.3c00728_3,9.279157272409513,6.323413547236971,10.0,0.0,-7.208427275904872,101.0
10.1021_acscatal.3c00728_4,6.291042472071489,2.4177883808030334,10.0,0.0,-37.08957527928512,101.0
10.1021_acscatal.3c00728_5,6.406710061466424,1.6213233997755934,10.0,0.19671878744404342,-35.93289938533576,95.02539991878523
10.1021_acscatal.3c00816_0,9.103429905875409,6.288173255822642,10.0,0.0,-8.965700941245924,101.0
10.1021_acscatal.3c00816_1,7.205699489565671,2.776274895623667,10.0,0.0,-27.943005104343296,101.0
10.1021_acscatal.3c00816_2,9.207843246728677,5.552188166459537,10.0,0.0,-7.921567532713237,101.0
10.1021_acscatal.3c00816_3,9.638117233392224,8.805639178482263,10.0,0.0,-3.6188276660777583,101.0
10.1021_acscatal.3c00816_4,9.882633643265855,5.830758428020919,9.990648934421554,0.0,-1.0796653670883976,101.0
10.1021_acscatal.3c00816_5,7.890373305503666,4.606294511065069,10.0,0.0,-21.096266944963336,101.0
10.1021_acscatal.7b03228_0,9.871012766502652,8.251592895337888,10.0,0.0,-1.2898723349734926,101.0
10.1021_acscatal.7b03228_1,9.671227886083253,5.004357328037605,10.0,0.012580238254709882,-3.287721139167465,101.0
10.1021_cr300096b_0,9.360830030827525,6.511334329016835,10.0,0.0,-6.391699691724751,101.0
10.1021_cr300096b_1,9.915716989918142,8.260415979711846,8.106059968641572,0.007260187032782829,29.64554406086368,101.0
10.1021_cr300096b_10,9.964044932374911,9.446205559722346,9.508575309273564,0.0,5.1345522224228315,101.0
10.1021_cr300096b_11,8.918741402693469,3.7204271588949336,9.867329105539476,0.02812584811231387,-9.371301108148536,101.0
10.1021_cr300096b_12,9.756545090056225,5.459582133613496,9.955531414204572,0.0009347111621027074,-1.975160655700816,101.0
10.1021_cr300096b_13,9.64656453855902,5.518200843696634,9.999057562173151,0.0,-3.524914816432615,101.0
10.1021_cr300096b_2,9.904704505054253,6.023251694455157,8.381968305492101,0.007331147454912134,20.761863127227528,101.0
10.1021_cr300096b_3,9.702505478847153,6.588976720869901,8.078411990742053,0.027002689608673205,20.753376407209945,101.0
10.1021_cr300096b_4,9.444782216018849,6.9961736021041965,9.85986351212491,0.0,-3.961314520804866,101.0
10.1021_cr300096b_5,9.95938391543001,8.023705047250338,8.262001745872931,0.0,23.185786437818926,101.0
10.1021_cr300096b_6,8.303612979257041,4.885325120254591,10.0,0.0,-16.963870207429576,101.0
10.1021_cr300096b_7,8.889314043664765,6.281606109239055,10.0,0.0,-11.106859563352343,101.0
10.1021_cr300096b_8,9.28459666885172,5.188977828298523,9.853320393025971,0.006588511194445434,-5.316870172445598,101.0
10.1021_cr300096b_9,8.781130611718371,5.487249867509781,10.0,0.001243889067523515,-12.188693882816278,101.0
10.1021_cr300418s_0,9.304883970326395,7.8395144172565985,10.0,0.0,-6.951160296736042,101.0
10.1021_cr300418s_1,7.609624368153429,5.845994350587263,7.159276432578804,0.9111967743244125,10.628735029835742,92.57506129821478
10.1021_cr300418s_10,8.821945850002525,4.252752450365285,9.98899111729976,0.0,-11.669035187253426,101.0
10.1021_cr300418s_2,9.821577934284559,8.63973716574707,9.556895417520344,0.0,3.544873836745091,101.0
10.1021_cr300418s_3,2.729671293410187,1.9775411767367075,10.0,0.0,-72.70328706589814,101.0
10.1021_cr300418s_4,9.142551641619852,5.696785587513985,8.699187457545518,0.0,10.704513925030525,101.0
10.1021_cr300418s_5,10.0,6.778725333895877,0.509302623288702,0.0941589150844539,101.0,101.0
10.1021_cr300418s_6,8.613901911508442,5.541771013782096,10.0,0.0034323484286177593,-13.86098088491558,101.0
10.1021_cr300418s_7,8.857346197296325,6.836415654692166,10.0,0.0,-11.426538027036758,101.0
10.1021_cr300418s_8,7.851354533732092,5.024807942010705,10.0,0.0,-21.486454662679076,101.0
10.1021_cr300418s_9,9.999099961744157,8.721091117973273,9.673314623267546,0.0,3.4383161979934753,101.0
10.1021_cr5002436_0,8.240635347300694,3.926535915901838,9.989267284538423,0.010195382618681248,-17.483305975229214,101.0
10.1021_cr5002436_1,8.676686464313518,6.893636075911178,9.995780414472314,0.0,-13.190809613947764,101.0
10.1021_cr5002436_2,8.94510573720645,5.916596657353866,10.0,0.0,-10.548942627935492,101.0
10.1021_cr5002436_3,9.70471541584235,7.750023809288938,9.996006153911647,0.0,-2.912590068864095,101.0
10.1021_cr5002436_4,9.472028224536809,5.6249854568105935,10.0,0.0,-5.2797177546319105,101.0
