Paragraph,max_score,avg_score,score_9,score_10,relative_score_9,relative_score_10
10.1002_advs.202207756_0,8.610472049379718,7.886527927544224,9.222905709523038,0.7407407407407407,-0.9789526374812962,89.73942273575531
10.1002_advs.202207756_1,9.457667557984529,9.25243001939373,6.762591581934749,0.7127513224353761,37.30484971764923,92.62381142410187
10.1002_advs.202207756_2,8.57859212669007,7.427878602098401,7.4603258773361905,0.7407407407407407,15.438282586482606,92.23186515693432
10.1002_advs.202207756_3,9.178232229238455,8.948429132335999,8.360153482809281,0.7318593196334956,11.86492735857608,92.71576546568598
10.1002_advs.202207756_4,9.359376914754499,8.918434336894146,9.250211160817477,0.7407407407407407,4.757577734018974,89.92736188822244
10.1021_acscatal.0c03999_0,8.394724405468615,7.664224114048616,7.90572331384637,0.7404824949027635,11.526778591822124,91.9707815893213
10.1021_acscatal.0c03999_1,9.375116054727618,8.855824070864049,8.137959574806704,0.7407407407407407,16.640216084580224,92.00517094994319
10.1021_acscatal.0c03999_10,9.217014682641333,8.628208939498863,5.763641412268627,0.7856938850478712,44.657389621319496,91.72092923575279
10.1021_acscatal.0c03999_11,8.258050030082078,7.515775285500511,7.5101726279246,0.7407407407407407,11.420087184362774,91.23920518773538
10.1021_acscatal.0c03999_12,9.098747128412153,8.836594214328631,7.93225369890299,0.7430607609127058,18.20277905911004,91.4496629528261
10.1021_acscatal.0c03999_13,9.717569514591391,9.257146726576115,3.3395720582279615,0.9326960833723026,66.54651104649668,91.75453005139495
10.1021_acscatal.0c03999_14,8.545691685873381,6.966221617892062,9.25925925925926,0.7407407407407407,-5.191674572324742,91.64859143105853
10.1021_acscatal.0c03999_2,9.472323740567987,9.000495335506136,6.128417743508284,0.7327447003377583,48.030833166063765,91.84301637726418
10.1021_acscatal.0c03999_3,9.453495079942035,8.991266891216247,7.159332020931627,0.7407407407407407,28.519691480071977,91.07763916518289
10.1021_acscatal.0c03999_4,9.812438186301897,9.221596251355153,7.684267319046358,0.7407407407407407,25.421770530514465,93.29999013903162
10.1021_acscatal.0c03999_5,9.548112070553284,9.143885666190739,5.827411347793869,0.7392948972558323,47.37036641516826,91.37889027433401
10.1021_acscatal.0c03999_6,8.809059248704887,8.195310980430516,7.600226673319157,0.7394900988531363,17.910422388216986,92.89166125715445
10.1021_acscatal.0c03999_7,7.68455378816174,7.103690421031174,7.770382562465482,0.7377437132917735,4.781364148316181,92.06982505873867
10.1021_acscatal.0c03999_8,9.501023982054859,9.393534728737682,5.549270542844137,0.7410088259673562,50.54413363328442,91.85012992801323
10.1021_acscatal.0c03999_9,9.300328350429881,8.729544688555494,7.823415797011369,0.7380858716579637,22.965877620838146,91.85774108324092
10.1021_acscatal.1c00331_0,9.672434130428737,9.211183088952593,7.943270661111858,0.7407407407407407,26.683399131611782,91.32539295843328
10.1021_acscatal.1c00331_1,9.540497516158277,9.314508519911262,7.694468526289199,0.7407407407407407,29.07164309221746,90.4962377385703
10.1021_acscatal.1c00331_2,9.803196108874001,9.518105409484075,6.438379640888678,0.7413095850482804,46.10879080861142,92.02844182088981
10.1021_acscatal.1c00331_3,9.764640119637797,9.508900200570917,6.861949055466488,0.7347320145846195,41.8413774451826,91.51056725716518
10.1021_acscatal.1c00331_4,9.58474583120235,9.377871816961568,5.721642251698735,0.7407407407407407,55.39747320524427,89.58499469073165
10.1021_acscatal.3c00103_0,9.399310112374538,9.220804690470706,7.3760098697213845,0.7402234087403335,28.44623221591581,91.2183491662802
10.1021_acscatal.3c00103_1,9.533016445337386,9.151080371636576,6.516975912069263,0.7407407407407407,40.0642172283012,92.14481013307808
10.1021_acscatal.3c00103_2,9.279693176656114,8.303896481853515,7.97357278958519,0.7383919586437118,20.556392717558285,91.53946704818118
10.1021_acscatal.3c00103_3,9.605643678924821,8.73986656534179,7.896385443053417,0.7407407407407407,22.765758322053678,91.56640978733277
10.1021_acscatal.3c00103_4,9.245826332476877,8.929388910860878,7.550857850963582,0.7407407407407407,24.545823585214084,91.69604874837344
10.1021_acscatal.3c00103_5,9.65281440708272,9.387381694852605,6.2807997111225475,0.7404711245384092,45.36218341418262,90.30911742739139
10.1021_acscatal.3c00728_0,9.53174418733928,9.170923985734417,7.8607491156810605,0.7407407407407407,23.899633486566362,92.03203557388942
10.1021_acscatal.3c00728_1,9.403032084434672,9.030057342625451,7.891616185820516,0.7407407407407407,21.094581228656367,91.61086999236883
10.1021_acscatal.3c00728_2,8.091364241403832,7.405083258631028,8.273332216041016,0.7407407407407407,4.10483023648093,91.35773377523022
10.1021_acscatal.3c00728_3,9.54705856754188,8.9946194268126,8.58647781302087,0.7407407407407407,14.576545775841355,91.42245983801357
10.1021_acscatal.3c00728_4,9.505808131051415,8.879293846859474,7.992234444168285,0.7395682100077094,21.998164391458527,91.59866485855349
10.1021_acscatal.3c00728_5,9.12109674457239,8.287290057376362,8.094712175466938,0.7407407407407407,16.14626660064917,91.5707676448982
10.1021_acscatal.3c00816_0,9.313986762196489,8.803480799126303,8.652578630260948,0.7403698130998545,9.988051039470868,92.96739133699347
10.1021_acscatal.3c00816_1,9.026938127302483,8.565245117187121,7.159405703085564,0.7416506625203719,25.864120360067496,92.05756831401379
10.1021_acscatal.3c00816_2,9.006114215440558,8.676811951679092,7.934513701932473,0.7407407407407407,20.322200380867336,90.74904691695777
10.1021_acscatal.3c00816_3,9.521262527047643,8.909939854181514,6.831693945161414,0.7298845158437176,30.770887270956628,92.8468776743427
10.1021_acscatal.3c00816_4,9.24495053447994,8.993608124992367,8.034995879702285,0.7289213556746047,19.30439842410448,91.92156365093734
10.1021_acscatal.3c00816_5,8.198798389531886,7.220550909870288,9.256958346254262,0.7407407407407407,-5.426256698645928,88.43739356101482
10.1021_acscatal.7b03228_0,9.63789357191321,9.11224227267183,7.937930363967068,0.7407407407407407,25.71709502481841,91.03513154856873
10.1021_acscatal.7b03228_1,9.611496864469192,9.403268613475465,7.989883408062219,0.7407407407407407,24.915280014052495,91.46580285268901
10.1021_cr300096b_0,9.287746545745746,8.596655494765978,7.485265660140108,0.7407407407407407,29.916072492773637,89.44955621544274
10.1021_cr300096b_1,9.402972296579534,8.804495851878027,6.441178249121356,0.728695065360481,36.336431452930526,92.48033288130524
10.1021_cr300096b_10,9.57780882645877,9.239281084946438,7.809074924067586,0.7376300562065554,24.97086912531713,92.18009095641922
10.1021_cr300096b_11,9.334497642042642,8.297737306789736,5.480599210967336,0.801260646287873,47.48109641514152,91.66202771643806
10.1021_cr300096b_12,8.302295351677115,7.3202215021460795,7.15596423581482,0.7669637950717365,15.322733792891315,92.20044606766827
10.1021_cr300096b_13,9.268587813397533,8.539028776640086,9.241258920743794,0.5783131204409498,2.098600635641729,94.6658540561443
10.1021_cr300096b_2,9.788902421509814,9.672192710099303,3.9575699691359887,0.7407407407407407,64.41676026461657,92.31515590600092
10.1021_cr300096b_3,8.420226170347824,7.43802773430137,6.2693960987146955,0.7622255998491584,31.247628318065672,88.289592478324
10.1021_cr300096b_4,9.18508722458144,8.542586783575686,6.244769171495436,0.7407407407407407,37.587629088126874,91.65363047406264
10.1021_cr300096b_5,9.18522150305883,8.921043882770242,6.2381704424492534,0.7525117587985568,36.692748055869906,93.12195912625336
10.1021_cr300096b_6,9.658224362504745,9.399560844755259,6.173552701985042,0.7407407407407407,46.25723517920668,90.18149050941318
10.1021_cr300096b_7,8.992804299101543,8.477021742395133,7.810851636554501,0.7407407407407407,20.35562944567238,91.56978117484884
10.1021_cr300096b_8,9.813121078544158,9.38410030518543,4.5836800109137545,0.7739934751836772,59.79891667735993,91.81080776162626
10.1021_cr300096b_9,9.155547431420432,8.359696406626902,7.127400908676604,0.7440945949264463,24.942619577370753,91.44786192914101
10.1021_cr300418s_0,9.427680239784667,8.550192190341065,5.805874249720654,0.7481362114807142,49.265487768673616,89.5843716530165
10.1021_cr300418s_1,9.652664644229528,9.141902975299958,1.9646125737326527,0.8219434369893142,85.66396982720177,90.34974756712634
10.1021_cr300418s_10,7.734454360012592,7.028836421889744,7.861173568738432,0.7407407407407407,2.7611887750324153,91.43759177587519
10.1021_cr300418s_2,9.624676152004687,9.130690274801184,7.222631686591342,0.7115159831030768,35.324911366668594,91.42089698950004
10.1021_cr300418s_3,8.168999719506967,7.311650388046063,7.634499943142487,0.7388706426420327,9.766095603189353,91.76799766278857
10.1021_cr300418s_4,9.495399095240938,9.002308959079521,7.845019443376289,0.47687831333171543,29.050877763709796,94.62052289536612
10.1021_cr300418s_5,9.718270658072457,9.440647735468923,5.519038139010858,0.7652593033908672,50.59554519428079,91.26320384877948
10.1021_cr300418s_6,9.20282593392701,8.575665136753457,8.135775146786743,0.7403773828169582,18.667768612095568,91.585790511317
10.1021_cr300418s_7,8.779811495426273,8.086655758264543,8.706704994156894,0.737515935661646,2.986423201509615,92.10156442003027
10.1021_cr300418s_8,9.585444919147678,9.055375714155698,5.116050902053393,0.7664754305202638,53.679785056953065,91.88204226462706
10.1021_cr300418s_9,9.58007165933576,8.871517820519859,8.306342510534453,0.5773820521337862,19.735282591449227,94.432015441726
10.1021_cr5002436_0,8.875799881803086,8.306793221348695,7.978645191054441,0.725984704314248,15.375098679187557,90.76980326385228
10.1021_cr5002436_1,8.378345397338702,7.599720352832064,8.062308442965636,0.7332734142266658,10.632349036501969,91.99798554192601
10.1021_cr5002436_2,9.295645086365626,8.867926651463916,8.309576225240603,0.7407407407407407,15.205299677283087,91.49849506673753
10.1021_cr5002436_3,9.087028769124819,8.316101846657773,7.656940591346383,0.7384800980230679,19.99358902076697,91.99153476753872
10.1021_cr5002436_4,9.540292085313373,9.271133044489359,4.326821507445395,0.7685442459472003,60.19593920937929,91.56173118609922
10.1021_cr5002436_5,8.4945996160056,7.989454770383138,8.239072463711478,0.7442311884383132,8.721061646664575,91.35773992538304
10.1021_cr5002436_6,8.866083656423955,7.210814097860409,7.59840093667401,0.6550812649444056,16.65874352729301,93.87477560548756
10.1021_cr5002436_7,9.386117522750139,8.390371851241087,7.153264242401743,0.7407407407407407,31.634193019157486,88.34477075996048
10.1021_cr900122p_0,8.896515427459013,8.097477130919446,7.138939457978274,0.7407407407407407,25.859406499377382,88.64590654699208
10.1021_cr900122p_1,9.784346216058292,9.603833676086838,5.11527763734537,0.8360951699981395,53.20832444700644,92.43081901468352
10.1021_cr900122p_2,9.581073099941186,9.138275194474332,8.246287973250558,0.7192598941773811,19.514129252967617,91.84497572028233
10.1021_cr900122p_3,9.576349353013093,9.12748288632763,8.38331640302391,0.7390314929934853,16.521415166627328,91.42913095677476
10.1021_cr900122p_4,8.665632274286379,7.887602507646661,6.553666633404845,0.9890128425928867,29.090514332663393,90.49142248385498
10.1021_cr900122p_5,9.08483834858815,8.25955907663076,9.054269775063265,0.7407407407407407,5.3272789146753485,88.97666605064231
10.1038_s41570-019-0128-9_0,8.753874276318887,8.472087911350872,9.396776751703188,0.3824120375024514,-3.25372850929399,88.65029180725327
10.1038_s41570-019-0128-9_1,9.712289291910094,9.232065160581882,6.200861460333504,0.5307304743810121,47.28261053093291,95.34753203748423
10.1038_s41570-019-0128-9_2,9.764262258397688,9.574589891025305,7.1811142398114445,0.7003335055472987,37.54443663137392,91.6722695075997
10.1038_s41570-019-0128-9_3,9.326542309532767,8.787027413588481,9.23910996765868,0.37076397419584955,2.718453311471452,95.49480869738618
10.1126_science.abh0424_0,9.622845166541495,9.113247094488543,4.525973139266795,0.7407407407407407,59.578473140280586,89.87439925861943
