1,10.1021/ar50109a003
2,10.1038/376238a0
3,10.1007/s11244-010-9448-1
4,10.1080/08927022.2010.481794
5,10.1016/j.susc.2005.07.018
6,10.1126/science.1156660
7,10.1002/zaac.201000097
8,10.1016/j.jcat.2014.07.016
9,10.1021/jp5001418
10,10.1021/cs200462f
11,10.1021/jz201461p
12,10.1021/cs400664z
13,10.1007/s11244-006-0005-x
14,10.1021/acscatal.6b02603
15,10.1016/j.apenergy.2013.03.080
16,10.1021/cr5002436
17,10.1016/j.jcat.2004.12.006
18,10.1021/j100022a002
19,10.1016/j.jcat.2013.11.026
20,10.1021/cs300031d
21,10.1038/scientificamerican0985-90
22,10.1021/jacs.7b01471
23,?10.1002/cctc.201402635
24,10.1002/cphc.201700535
25,10.1039/C6CY00491A
26,10.1039/C4NR00111G
27,10.1016/j.jcat.2013.09.019
28,10.1126/science.1215864
29,10.1006/jcat.2002.3615
30,10.1039/c3cp51538a
31,10.1016/j.jcat.2012.09.022
32,10.1021/acs.jpcc.5b01357
33,10.1021/jp061697z
34,10.1021/ja101502t
35,10.1016/S0039-6028(03)00640-X
36,10.1016/0304-5102(85)80014-6
37,10.1016/j.jcat.2015.04.028
38,10.1038/nmat2849
39,10.1016/j.jcat.2016.08.023
40,10.1021/acscatal.7b00482
41,10.1016/S0360-0564(02)45013-4
42,?10.1023/A:1019073208575
43,10.1007/s11244-006-0004-y
44,10.1103/PhysRevLett.76.2141
45,10.1016/j.jcat.2006.02.016
46,10.1006/jcat.2001.3452
47,10.1021/ja106568t
48,10.1021/acscatal.6b03603
49,10.1021/ja202869d
50,10.1021/jp809766d
51,10.1103/PhysRevLett.103.246102
52,10.1002/cctc.201000309
53,10.1021/j100052a043
54,10.1063/1.3483235
55,10.1038/ncomms3448
56,10.1016/j.jcat.2013.03.012
57,10.1021/ja411973p
58,10.1021/acscatal.6b01074
